	Security	Holder	Weight
7425	PKG UN Equity	ExodusPoint Capital Management LP	0.0020
7426	PKG UN Equity	Woodline Partners LP	0.0013
7427	PKG UN Equity	LMCG Investments LLC	0.0057
7428	PKG UN Equity	Distillate Capital Partners LLC	0.0000
7429	PKG UN Equity	Gotham Asset Management LLC	0.0016
7430	PKG UN Equity	Hudson Bay Capital Management LP	0.0007
7431	PKG UN Equity	Squarepoint Ops LLC	0.0004
7432	PKG UN Equity	Carlson Capital LP	0.0045
7433	PKG UN Equity	Edgestream Partners LP	0.0026
7434	PKG UN Equity	Ergoteles LLC	0.0014
7435	PKG UN Equity	Beverly Hills Private Wealth LLC	0.0031
7436	PKG UN Equity	TwinBeech Capital LP	0.0003
7437	PKG UN Equity	Curated Wealth Partners LLC	0.0024
7438	PKG UN Equity	Fora Capital LLC	0.0016
7439	PKG UN Equity	MARSHALL WACE	0.0000
7440	PKG UN Equity	Verition Fund Management LLC	0.0002
7441	PLD UN Equity	AEW Capital Management LP	0.1187
7442	PLD UN Equity	Millennium Management LLC/NY	0.0017
7443	PLD UN Equity	Adage Capital Management LP	0.0000
7444	PLD UN Equity	Heard Capital LLC	0.0642
7445	PLD UN Equity	Corient Private Wealth LLC	0.0018
7446	PLD UN Equity	V3 Capital Management LP	0.1450
7447	PLD UN Equity	Two Sigma Investments LP	0.0000
7448	PLD UN Equity	Balyasny Asset Management LP	0.0012
7449	PLD UN Equity	Stonegate Investment Group LLC	0.0142
7450	PLD UN Equity	Zimmer Partners LP	0.0074
7451	PLD UN Equity	MIG Capital LLC	0.0583
7452	PLD UN Equity	DE Shaw & Co LP	0.0000
7453	PLD UN Equity	AQR Capital Management LLC	0.0006
7454	PLD UN Equity	Azimut Holding SpA	0.0000
7455	PLD UN Equity	Squarepoint Ops LLC	0.0011
7456	PLD UN Equity	Land & Buildings Investment Manage	0.0380
7457	PLD UN Equity	Nicola Wealth Management Ltd	0.0179
7458	PLD UN Equity	Williams Jones Wealth Management L	0.0025
7459	PLD UN Equity	Point72 Asset Management LP	0.0000
7460	PLD UN Equity	Capital Fund Management SA	0.0021
7461	PM UN Equity	Viking Global Investors LP	0.0357
7462	PM UN Equity	Citadel Advisors LLC	0.0033
7463	PM UN Equity	Kovitz Investment Group Partners L	0.0239
7464	PM UN Equity	Adage Capital Management LP	0.0000
7465	PM UN Equity	TOMS Capital Investment Management	0.0994
7466	PM UN Equity	Bridgewater Associates LP	0.0048
7467	PM UN Equity	Two Sigma Investments LP	0.0000
7468	PM UN Equity	Point72 Asset Management LP	0.0000
7469	PM UN Equity	Millennium Management LLC/NY	0.0006
7470	PM UN Equity	Lighthouse Investment Partners LLC	0.0408
7471	PM UN Equity	AQR Capital Management LLC	0.0011
7472	PM UN Equity	Corient Private Wealth LLC	0.0012
7473	PM UN Equity	DE Shaw & Co LP	0.0000
7474	PM UN Equity	Balyasny Asset Management LP	0.0010
7475	PM UN Equity	Harber Asset Management LLC	0.0603
7476	PM UN Equity	Armistice Capital LLC	0.0054
7477	PM UN Equity	Element Capital Management LLC	0.0135
7478	PM UN Equity	Distillate Capital Partners LLC	0.0000
7479	PM UN Equity	Weiss Multi-Strategy Advisers LLC	0.0038
7480	PM UN Equity	Staley Capital Advisers Inc	0.0090
7481	PNC UN Equity	Arrowstreet Capital LP	0.0022
7482	PNC UN Equity	Balyasny Asset Management LP	0.0033
7483	PNC UN Equity	North Reef Capital Management LP	0.0460
7484	PNC UN Equity	Corient Private Wealth LLC	0.0013
7485	PNC UN Equity	Schonfeld Strategic Advisors LLC	0.0046
7486	PNC UN Equity	D1 Capital Partners LP	0.0094
7487	PNC UN Equity	Twin Tree Management LP	0.0087
7488	PNC UN Equity	DE Shaw & Co LP	0.0000
7489	PNC UN Equity	Capital Fund Management SA	0.0052
7490	PNC UN Equity	Rhino Investment Partners Inc	0.0809
7491	PNC UN Equity	Berkshire Asset Management LLC	0.0145
7492	PNC UN Equity	ExodusPoint Capital Management LP	0.0012
7493	PNC UN Equity	Citadel Advisors LLC	0.0001
7494	PNC UN Equity	Mangrove Partners	0.0092
7495	PNC UN Equity	GenTrust LLC	0.0062
7496	PNC UN Equity	Millennium Management LLC/NY	0.0001
7497	PNC UN Equity	Laurion Capital Management LP	0.0034
7498	PNC UN Equity	Hudson Bay Capital Management LP	0.0008
7499	PNC UN Equity	Squarepoint Ops LLC	0.0004
7500	PNC UN Equity	Kovitz Investment Group Partners L	0.0010
7501	PNR UN Equity	Millennium Management LLC/NY	0.0026
7502	PNR UN Equity	Gates Capital Management Inc	0.0458
7503	PNR UN Equity	Balyasny Asset Management LP	0.0041
7504	PNR UN Equity	Woodline Partners LP	0.0078
7505	PNR UN Equity	Schonfeld Strategic Advisors LLC	0.0042
7506	PNR UN Equity	DE Shaw & Co LP	0.0000
7507	PNR UN Equity	Two Sigma Investments LP	0.0000
7508	PNR UN Equity	Azimut Holding SpA	0.0000
7509	PNR UN Equity	TwinBeech Capital LP	0.0038
7510	PNR UN Equity	AQR Capital Management LLC	0.0004
7511	PNR UN Equity	Prospector Partners LLC	0.0215
7512	PNR UN Equity	Scopus Asset Management LP	0.0050
7513	PNR UN Equity	Hudson Bay Capital Management LP	0.0014
7514	PNR UN Equity	ExodusPoint Capital Management LP	0.0013
7515	PNR UN Equity	Pinnbrook Capital Management LP	0.0587
7516	PNR UN Equity	Interval Partners LP	0.0048
7517	PNR UN Equity	Renaissance Technologies LLC	0.0001
7518	PNR UN Equity	Gotham Asset Management LLC	0.0011
7519	PNR UN Equity	Occudo Quantitative Strategies LP	0.0042
7520	PNR UN Equity	Waratah Capital Advisors Ltd	0.0014
7521	PNW UN Equity	Citadel Advisors LLC	0.0011
7522	PNW UN Equity	ExodusPoint Capital Management LP	0.0071
7523	PNW UN Equity	Adage Capital Management LP	0.0000
7524	PNW UN Equity	Balyasny Asset Management LP	0.0008
7525	PNW UN Equity	AQR Capital Management LLC	0.0005
7526	PNW UN Equity	Verition Fund Management LLC	0.0032
7527	PNW UN Equity	Millennium Management LLC/NY	0.0002
7528	PNW UN Equity	Renaissance Technologies LLC	0.0001
7529	PNW UN Equity	Kovitz Investment Group Partners L	0.0013
7530	PNW UN Equity	Zimmer Partners LP	0.0016
7531	PNW UN Equity	HITE Hedge Asset Management LLC	0.0084
7532	PNW UN Equity	American Assets Investment Managem	0.0075
7533	PNW UN Equity	Point72 Asset Management LP	0.0000
7534	PNW UN Equity	Yaupon Capital Management LP	0.0070
7535	PNW UN Equity	Squarepoint Ops LLC	0.0003
7536	PNW UN Equity	Gotham Asset Management LLC	0.0008
7537	PNW UN Equity	Algert Global LLC	0.0015
7538	PNW UN Equity	Greenland Capital Management LP	0.0040
7539	PNW UN Equity	Hudson Bay Capital Management LP	0.0003
7540	PNW UN Equity	Oak Thistle LLC	0.0093
7541	PODD UW Equity	D1 Capital Partners LP	0.0401
7542	PODD UW Equity	Echo Street Capital Management LLC	0.0109
7543	PODD UW Equity	Citadel Advisors LLC	0.0010
7544	PODD UW Equity	Frontier Capital Management Co LLC	0.0065
7545	PODD UW Equity	Millennium Management LLC/NY	0.0005
7546	PODD UW Equity	MARSHALL WACE	0.0000
7547	PODD UW Equity	Portman Square Capital LLP	0.0430
7548	PODD UW Equity	Renaissance Technologies LLC	0.0003
7549	PODD UW Equity	Parkman Healthcare Partners LLC	0.0290
7550	PODD UW Equity	Squarepoint Ops LLC	0.0006
7551	PODD UW Equity	Schonfeld Strategic Advisors LLC	0.0009
7552	PODD UW Equity	Cinctive Capital Management LP	0.0034
7553	PODD UW Equity	Numerai GP LLC	0.0177
7554	PODD UW Equity	Capital Fund Management SA	0.0013
7555	PODD UW Equity	Bridgewater Associates LP	0.0005
7556	PODD UW Equity	Armistice Capital LLC	0.0020
7557	PODD UW Equity	Driehaus Capital Management LLC	0.0009
7558	PODD UW Equity	Osterweis Capital Management Inc	0.0044
7559	PODD UW Equity	Polar Asset Management Partners In	0.0012
7560	PODD UW Equity	Shaker Investments LLC	0.0291
7561	POOL UW Equity	Select Equity Group LP	0.0147
7562	POOL UW Equity	Echo Street Capital Management LLC	0.0134
7563	POOL UW Equity	Waratah Capital Advisors Ltd	0.0372
7564	POOL UW Equity	Candlestick Capital Management LP	0.0214
7565	POOL UW Equity	Chilton Investment Co LLC	0.0129
7566	POOL UW Equity	Balyasny Asset Management LP	0.0012
7567	POOL UW Equity	ArrowMark Colorado Holdings LLC	0.0042
7568	POOL UW Equity	Alyeska Investment Group LP	0.0028
7569	POOL UW Equity	Millennium Management LLC/NY	0.0003
7570	POOL UW Equity	Citadel Advisors LLC	0.0003
7571	POOL UW Equity	Scopus Asset Management LP	0.0087
7572	POOL UW Equity	Schonfeld Strategic Advisors LLC	0.0019
7573	POOL UW Equity	Renaissance Technologies LLC	0.0003
7574	POOL UW Equity	Corient Private Wealth LLC	0.0005
7575	POOL UW Equity	Adage Capital Management LP	0.0000
7576	POOL UW Equity	Prospect Capital Advisors LLC	0.0583
7577	POOL UW Equity	DE Shaw & Co LP	0.0000
7578	POOL UW Equity	Cinctive Capital Management LP	0.0047
7579	POOL UW Equity	Atika Capital Management LLC	0.0132
7580	POOL UW Equity	RK Capital Management LLC	0.0204
7581	PPG UN Equity	Citadel Advisors LLC	0.0030
7582	PPG UN Equity	Millennium Management LLC/NY	0.0021
7583	PPG UN Equity	Viking Global Investors LP	0.0054
7584	PPG UN Equity	Junto Capital Management LP	0.0221
7585	PPG UN Equity	Kovitz Investment Group Partners L	0.0128
7586	PPG UN Equity	Two Sigma Investments LP	0.0000
7587	PPG UN Equity	Scopus Asset Management LP	0.0199
7588	PPG UN Equity	MARSHALL WACE	0.0000
7589	PPG UN Equity	Cubist Systematic Strategies LLC	0.0058
7590	PPG UN Equity	ExodusPoint Capital Management LP	0.0061
7591	PPG UN Equity	TwinBeech Capital LP	0.0089
7592	PPG UN Equity	Candlestick Capital Management LP	0.0135
7593	PPG UN Equity	Renaissance Technologies LLC	0.0005
7594	PPG UN Equity	Adage Capital Management LP	0.0000
7595	PPG UN Equity	Interval Partners LP	0.0156
7596	PPG UN Equity	Luminus Management LLC	0.0636
7597	PPG UN Equity	DE Shaw & Co LP	0.0000
7598	PPG UN Equity	Squarepoint Ops LLC	0.0011
7599	PPG UN Equity	Prospector Partners LLC	0.0214
7600	PPG UN Equity	AQR Capital Management LLC	0.0003
7601	PPL UN Equity	Citadel Advisors LLC	0.0022
7602	PPL UN Equity	Zimmer Partners LP	0.0346
7603	PPL UN Equity	Point72 Asset Management LP	0.0000
7604	PPL UN Equity	ExodusPoint Capital Management LP	0.0125
7605	PPL UN Equity	Millennium Management LLC/NY	0.0011
7606	PPL UN Equity	Adage Capital Management LP	0.0000
7607	PPL UN Equity	Balyasny Asset Management LP	0.0020
7608	PPL UN Equity	Squarepoint Ops LLC	0.0016
7609	PPL UN Equity	Berkshire Asset Management LLC	0.0115
7610	PPL UN Equity	Renaissance Technologies LLC	0.0003
7611	PPL UN Equity	AQR Capital Management LLC	0.0004
7612	PPL UN Equity	Cinctive Capital Management LP	0.0055
7613	PPL UN Equity	LMR Partners LLP	0.0032
7614	PPL UN Equity	Wexford Capital LP	0.0194
7615	PPL UN Equity	MARSHALL WACE	0.0000
7616	PPL UN Equity	Two Sigma Investments LP	0.0000
7617	PPL UN Equity	Hudson Bay Capital Management LP	0.0007
7618	PPL UN Equity	Corient Private Wealth LLC	0.0001
7619	PPL UN Equity	HITE Hedge Asset Management LLC	0.0069
7620	PPL UN Equity	Verition Fund Management LLC	0.0010
7621	PRU UN Equity	MARSHALL WACE	0.0000
7622	PRU UN Equity	Two Sigma Investments LP	0.0000
7623	PRU UN Equity	Douglas Lane & Associates LLC	0.0141
7624	PRU UN Equity	Millennium Management LLC/NY	0.0007
7625	PRU UN Equity	AQR Capital Management LLC	0.0006
7626	PRU UN Equity	Citadel Advisors LLC	0.0003
7627	PRU UN Equity	Bridgewater Associates LP	0.0013
7628	PRU UN Equity	Squarepoint Ops LLC	0.0010
7629	PRU UN Equity	Summit Global Investments LLC	0.0116
7630	PRU UN Equity	Capital Fund Management SA	0.0022
7631	PRU UN Equity	DE Shaw & Co LP	0.0000
7632	PRU UN Equity	Cubist Systematic Strategies LLC	0.0012
7633	PRU UN Equity	Kovitz Investment Group Partners L	0.0013
7634	PRU UN Equity	Corient Private Wealth LLC	0.0002
7635	PRU UN Equity	American Assets Investment Managem	0.0078
7636	PRU UN Equity	Holocene Advisors LP	0.0002
7637	PRU UN Equity	Point72 Asset Management LP	0.0000
7638	PRU UN Equity	Solstein Capital LLC	0.0209
7639	PRU UN Equity	Tocqueville Asset Management LP	0.0003
7640	PRU UN Equity	Paloma Partners Management Co	0.0039
7641	PSA UN Equity	AEW Capital Management LP	0.0416
7642	PSA UN Equity	Renaissance Technologies LLC	0.0008
7643	PSA UN Equity	Adage Capital Management LP	0.0000
7644	PSA UN Equity	AQR Capital Management LLC	0.0009
7645	PSA UN Equity	Millennium Management LLC/NY	0.0004
7646	PSA UN Equity	Land & Buildings Investment Manage	0.0560
7647	PSA UN Equity	Point72 Asset Management LP	0.0000
7648	PSA UN Equity	Citadel Advisors LLC	0.0003
7649	PSA UN Equity	Corient Private Wealth LLC	0.0005
7650	PSA UN Equity	Capital Fund Management SA	0.0032
7651	PSA UN Equity	DE Shaw & Co LP	0.0000
7652	PSA UN Equity	Zimmer Partners LP	0.0021
7653	PSA UN Equity	Verition Fund Management LLC	0.0012
7654	PSA UN Equity	Bridgewater Associates LP	0.0004
7655	PSA UN Equity	Ergoteles LLC	0.0026
7656	PSA UN Equity	IEQ Capital LLC	0.0008
7657	PSA UN Equity	Tudor Investment Corp	0.0006
7658	PSA UN Equity	Stevens Capital Management LP	0.0063
7659	PSA UN Equity	Kemnay Advisory Services Inc	0.0131
7660	PSA UN Equity	Aptus Capital LLC	0.0000
7661	PSX UN Equity	Capital Fund Management SA	0.0133
7662	PSX UN Equity	Elliott Investment Management LP	0.0088
7663	PSX UN Equity	Corient Private Wealth LLC	0.0016
7664	PSX UN Equity	Squarepoint Ops LLC	0.0039
7665	PSX UN Equity	Millennium Management LLC/NY	0.0007
7666	PSX UN Equity	Holocene Advisors LP	0.0026
7667	PSX UN Equity	Stonegate Investment Group LLC	0.0185
7668	PSX UN Equity	AQR Capital Management LLC	0.0010
7669	PSX UN Equity	Adage Capital Management LP	0.0000
7670	PSX UN Equity	Citadel Advisors LLC	0.0005
7671	PSX UN Equity	DE Shaw & Co LP	0.0000
7672	PSX UN Equity	Alyeska Investment Group LP	0.0023
7673	PSX UN Equity	Yaupon Capital Management LP	0.0170
7674	PSX UN Equity	Bridgewater Associates LP	0.0008
7675	PSX UN Equity	American Assets Investment Managem	0.0135
7676	PSX UN Equity	Two Sigma Investments LP	0.0000
7677	PSX UN Equity	Cubist Systematic Strategies LLC	0.0011
7678	PSX UN Equity	Eisler Capital UK Ltd	0.0106
7679	PSX UN Equity	Navellier & Associates Inc	0.0171
7680	PSX UN Equity	Teza Capital Management LLC	0.0064
7681	PTC UW Equity	Lone Pine Capital LLC	0.0413
7682	PTC UW Equity	Select Equity Group LP	0.0161
7683	PTC UW Equity	Fernbridge Capital Management LP	0.1458
7684	PTC UW Equity	Praesidium Investment Management C	0.1210
7685	PTC UW Equity	Rivulet Capital LLC	0.0723
7686	PTC UW Equity	Palestra Capital Management LLC	0.0519
7687	PTC UW Equity	Kinetic Partners Management LP	0.0732
7688	PTC UW Equity	Junto Capital Management LP	0.0165
7689	PTC UW Equity	Nekton Capital Ltd	0.0580
7690	PTC UW Equity	Millennium Management LLC/NY	0.0003
7691	PTC UW Equity	Polar Asset Management Partners In	0.0050
7692	PTC UW Equity	Daventry Group LP	0.1638
7693	PTC UW Equity	Woodline Partners LP	0.0024
7694	PTC UW Equity	Arrowstreet Capital LP	0.0002
7695	PTC UW Equity	Governors Lane LP	0.0470
7696	PTC UW Equity	Adage Capital Management LP	0.0000
7697	PTC UW Equity	Clear Sky Advisers LLC	0.0353
7698	PTC UW Equity	Point72 Asset Management LP	0.0000
7699	PTC UW Equity	Mendon Capital Advisors Corp	0.0000
7700	PTC UW Equity	Stony Point Capital LLC	0.0243
7701	PWR UN Equity	Peconic Partners LLC/USA	0.5243
7702	PWR UN Equity	Select Equity Group LP	0.0051
7703	PWR UN Equity	Electron Capital Partners LLC	0.0691
7704	PWR UN Equity	Frontier Capital Management Co LLC	0.0104
7705	PWR UN Equity	Joho Capital LLC	0.1133
7706	PWR UN Equity	Scopus Asset Management LP	0.0192
7707	PWR UN Equity	Southpoint Capital Advisors LP	0.0107
7708	PWR UN Equity	Balyasny Asset Management LP	0.0014
7709	PWR UN Equity	Washington Trust Advisors Inc	0.0384
7710	PWR UN Equity	Driehaus Capital Management LLC	0.0043
7711	PWR UN Equity	Williams Jones Wealth Management L	0.0033
7712	PWR UN Equity	Twin Tree Management LP	0.0033
7713	PWR UN Equity	Navellier & Associates Inc	0.0269
7714	PWR UN Equity	Corient Private Wealth LLC	0.0003
7715	PWR UN Equity	LMCG Investments LLC	0.0087
7716	PWR UN Equity	Kingdon Capital Management LLC	0.0187
7717	PWR UN Equity	VeriStar Capital Management LP	0.0799
7718	PWR UN Equity	Zweig-Dimenna Associates LLC	0.0116
7719	PWR UN Equity	Cinctive Capital Management LP	0.0034
7720	PWR UN Equity	Forge First Asset Management Inc	0.0324
7721	PXD UN Equity	Citadel Advisors LLC	0.0027
7722	PXD UN Equity	Balyasny Asset Management LP	0.0060
7723	PXD UN Equity	Point72 Asset Management LP	0.0000
7724	PXD UN Equity	Millennium Management LLC/NY	0.0017
7725	PXD UN Equity	Holocene Advisors LP	0.0047
7726	PXD UN Equity	PointState Capital LP	0.0398
7727	PXD UN Equity	Renaissance Technologies LLC	0.0012
7728	PXD UN Equity	ExodusPoint Capital Management LP	0.0088
7729	PXD UN Equity	Sourcerock Group LLC	0.0910
7730	PXD UN Equity	Abrams Bison Investments LLC	0.0659
7731	PXD UN Equity	Merewether Investment Management L	0.0438
7732	PXD UN Equity	DE Shaw & Co LP	0.0000
7733	PXD UN Equity	Douglas Lane & Associates LLC	0.0068
7734	PXD UN Equity	Yaupon Capital Management LP	0.0333
7735	PXD UN Equity	Encompass Capital Advisors LLC	0.0147
7736	PXD UN Equity	Woodline Partners LP	0.0029
7737	PXD UN Equity	LMR Partners LLP	0.0057
7738	PXD UN Equity	Cinctive Capital Management LP	0.0092
7739	PXD UN Equity	Sagefield Capital LP	0.0482
7740	PXD UN Equity	Capital Fund Management SA	0.0034
7741	PYPL UW Equity	Two Sigma Investments LP	0.0000
7742	PYPL UW Equity	Lindsell Train Ltd	0.0640
7743	PYPL UW Equity	Arrowstreet Capital LP	0.0039
7744	PYPL UW Equity	DE Shaw & Co LP	0.0000
7745	PYPL UW Equity	Atreides Management LP	0.0774
7746	PYPL UW Equity	Millennium Management LLC/NY	0.0017
7747	PYPL UW Equity	Bridgewater Associates LP	0.0062
7748	PYPL UW Equity	Select Equity Group LP	0.0037
7749	PYPL UW Equity	Capital Fund Management SA	0.0153
7750	PYPL UW Equity	Holocene Advisors LP	0.0037
7751	PYPL UW Equity	TwinBeech Capital LP	0.0152
7752	PYPL UW Equity	AQR Capital Management LLC	0.0014
7753	PYPL UW Equity	Corient Private Wealth LLC	0.0015
7754	PYPL UW Equity	Adage Capital Management LP	0.0000
7755	PYPL UW Equity	Hudson Bay Capital Management LP	0.0058
7756	PYPL UW Equity	Goodnow Investment Group LLC	0.0613
7757	PYPL UW Equity	Douglas Lane & Associates LLC	0.0059
7758	PYPL UW Equity	Squarepoint Ops LLC	0.0022
7759	PYPL UW Equity	Stonegate Investment Group LLC	0.0131
7760	PYPL UW Equity	Thorntree Capital Partners LP	0.0810
7761	QCOM UW Equity	Millennium Management LLC/NY	0.0028
7762	QCOM UW Equity	Alkeon Capital Management LLC	0.0158
7763	QCOM UW Equity	Matrix Capital Management Co LP	0.0256
7764	QCOM UW Equity	Appaloosa LP	0.0406
7765	QCOM UW Equity	DE Shaw & Co LP	0.0000
7766	QCOM UW Equity	Douglas Lane & Associates LLC	0.0249
7767	QCOM UW Equity	Theleme Partners LLP	0.0594
7768	QCOM UW Equity	Adage Capital Management LP	0.0000
7769	QCOM UW Equity	Citadel Advisors LLC	0.0013
7770	QCOM UW Equity	AQR Capital Management LLC	0.0024
7771	QCOM UW Equity	FIFTHDELTA Ltd	0.0960
7772	QCOM UW Equity	Staley Capital Advisers Inc	0.0489
7773	QCOM UW Equity	Renaissance Technologies LLC	0.0013
7774	QCOM UW Equity	UG Investment Advisers Ltd	0.4280
7775	QCOM UW Equity	Corient Private Wealth LLC	0.0018
7776	QCOM UW Equity	Tocqueville Asset Management LP	0.0142
7777	QCOM UW Equity	Capital Fund Management SA	0.0115
7778	QCOM UW Equity	Balyasny Asset Management LP	0.0019
7779	QCOM UW Equity	Capital Counsel LLC	0.0316
7780	QCOM UW Equity	Greenwoods Asset Management Hong K	0.0265
7781	QRVO UW Equity	Baupost Group LLC/The	0.0483
7782	QRVO UW Equity	Citadel Advisors LLC	0.0020
7783	QRVO UW Equity	Point72 Asset Management LP	0.0000
7784	QRVO UW Equity	Balyasny Asset Management LP	0.0029
7785	QRVO UW Equity	Woodline Partners LP	0.0074
7786	QRVO UW Equity	Scopia Capital Management LP	0.0824
7787	QRVO UW Equity	AQR Capital Management LLC	0.0012
7788	QRVO UW Equity	DE Shaw & Co LP	0.0000
7789	QRVO UW Equity	Frontier Capital Management Co LLC	0.0029
7790	QRVO UW Equity	Millennium Management LLC/NY	0.0003
7791	QRVO UW Equity	J Goldman & Co LP	0.0126
7792	QRVO UW Equity	Select Equity Group LP	0.0006
7793	QRVO UW Equity	Force Hill Capital Management LP	0.0248
7794	QRVO UW Equity	Distillate Capital Partners LLC	0.0000
7795	QRVO UW Equity	Holocene Advisors LP	0.0004
7796	QRVO UW Equity	Prelude Capital Management LLC	0.0076
7797	QRVO UW Equity	Two Sigma Investments LP	0.0000
7798	QRVO UW Equity	Robertson Opportunity Capital LLC	0.0290
7799	QRVO UW Equity	Capital Fund Management SA	0.0008
7800	QRVO UW Equity	Boothbay Fund Management LLC	0.0017
7801	RCL UN Equity	DE Shaw & Co LP	0.0000
7802	RCL UN Equity	Citadel Advisors LLC	0.0031
7803	RCL UN Equity	Two Sigma Investments LP	0.0000
7804	RCL UN Equity	Millennium Management LLC/NY	0.0016
7805	RCL UN Equity	Squarepoint Ops LLC	0.0074
7806	RCL UN Equity	Candlestick Capital Management LP	0.0350
7807	RCL UN Equity	Renaissance Technologies LLC	0.0014
7808	RCL UN Equity	Holocene Advisors LP	0.0023
7809	RCL UN Equity	Arrowstreet Capital LP	0.0006
7810	RCL UN Equity	MARSHALL WACE	0.0000
7811	RCL UN Equity	AQR Capital Management LLC	0.0009
7812	RCL UN Equity	Point72 Asset Management LP	0.0000
7813	RCL UN Equity	Mane Global Capital Management LP	0.0227
7814	RCL UN Equity	Shellback Capital LP	0.0183
7815	RCL UN Equity	Adage Capital Management LP	0.0000
7816	RCL UN Equity	Interval Partners LP	0.0093
7817	RCL UN Equity	Capital Fund Management SA	0.0029
7818	RCL UN Equity	Tudor Investment Corp	0.0027
7819	RCL UN Equity	Peak6 Group LLC	0.0106
7820	RCL UN Equity	Cubist Systematic Strategies LLC	0.0013
7821	REG UW Equity	Citadel Advisors LLC	0.0007
7822	REG UW Equity	Waterfront Capital Partners LLC	0.0442
7823	REG UW Equity	AEW Capital Management LP	0.0161
7824	REG UW Equity	ExodusPoint Capital Management LP	0.0029
7825	REG UW Equity	Zimmer Partners LP	0.0051
7826	REG UW Equity	Millennium Management LLC/NY	0.0002
7827	REG UW Equity	Lighthouse Investment Partners LLC	0.0128
7828	REG UW Equity	Schonfeld Strategic Advisors LLC	0.0013
7829	REG UW Equity	Renaissance Technologies LLC	0.0002
7830	REG UW Equity	Verition Fund Management LLC	0.0020
7831	REG UW Equity	Adage Capital Management LP	0.0000
7832	REG UW Equity	Greenland Capital Management LP	0.0079
7833	REG UW Equity	Tudor Investment Corp	0.0007
7834	REG UW Equity	Kovitz Investment Group Partners L	0.0004
7835	REG UW Equity	Boothbay Fund Management LLC	0.0010
7836	REG UW Equity	AQR Capital Management LLC	0.0000
7837	REG UW Equity	Campbell & Co Investment Adviser L	0.0028
7838	REG UW Equity	Ergoteles LLC	0.0007
7839	REG UW Equity	Capital Fund Management SA	0.0002
7840	REG UW Equity	DE Shaw & Co LP	0.0000
7841	REGN UW Equity	Two Sigma Investments LP	0.0000
7842	REGN UW Equity	DE Shaw & Co LP	0.0000
7843	REGN UW Equity	AQR Capital Management LLC	0.0033
7844	REGN UW Equity	Holocene Advisors LP	0.0051
7845	REGN UW Equity	MARSHALL WACE	0.0000
7846	REGN UW Equity	Adage Capital Management LP	0.0000
7847	REGN UW Equity	Armistice Capital LLC	0.0224
7848	REGN UW Equity	Alyeska Investment Group LP	0.0061
7849	REGN UW Equity	Bridgewater Associates LP	0.0045
7850	REGN UW Equity	Renaissance Technologies LLC	0.0009
7851	REGN UW Equity	Magnetar Financial LLC	0.0108
7852	REGN UW Equity	Krensavage Asset Management LLC	0.1347
7853	REGN UW Equity	Millennium Management LLC/NY	0.0004
7854	REGN UW Equity	Woodline Partners LP	0.0041
7855	REGN UW Equity	Citadel Advisors LLC	0.0003
7856	REGN UW Equity	Rhenman & Partners Asset Managemen	0.0265
7857	REGN UW Equity	Washington Trust Advisors Inc	0.0260
7858	REGN UW Equity	Corient Private Wealth LLC	0.0005
7859	REGN UW Equity	Avidity Partners Management LP	0.0062
7860	REGN UW Equity	NewEdge Wealth LLC	0.0051
7861	RF UN Equity	Arrowstreet Capital LP	0.0017
7862	RF UN Equity	Citadel Advisors LLC	0.0008
7863	RF UN Equity	Holocene Advisors LP	0.0023
7864	RF UN Equity	Rhino Investment Partners Inc	0.0777
7865	RF UN Equity	Point72 Asset Management LP	0.0000
7866	RF UN Equity	Stieven Capital Advisors LP	0.0344
7867	RF UN Equity	Mangrove Partners	0.0092
7868	RF UN Equity	MARSHALL WACE	0.0000
7869	RF UN Equity	Cubist Systematic Strategies LLC	0.0009
7870	RF UN Equity	Millennium Management LLC/NY	0.0001
7871	RF UN Equity	Squarepoint Ops LLC	0.0003
7872	RF UN Equity	Capital Fund Management SA	0.0007
7873	RF UN Equity	Forest Hill Capital LLC	0.0169
7874	RF UN Equity	Stonegate Investment Group LLC	0.0011
7875	RF UN Equity	Maltese Capital Management LLC	0.0095
7876	RF UN Equity	Two Sigma Investments LP	0.0000
7877	RF UN Equity	Southeast Asset Advisors Inc	0.0025
7878	RF UN Equity	Corient Private Wealth LLC	0.0000
7879	RF UN Equity	AQR Capital Management LLC	0.0000
7880	RF UN Equity	SeaBridge Investment Advisors LLC	0.0045
7881	RHI UN Equity	AQR Capital Management LLC	0.0017
7882	RHI UN Equity	Citadel Advisors LLC	0.0006
7883	RHI UN Equity	Holocene Advisors LP	0.0018
7884	RHI UN Equity	Millennium Management LLC/NY	0.0004
7885	RHI UN Equity	Renaissance Technologies LLC	0.0004
7886	RHI UN Equity	Tudor Investment Corp	0.0019
7887	RHI UN Equity	Distillate Capital Partners LLC	0.0000
7888	RHI UN Equity	DE Shaw & Co LP	0.0000
7889	RHI UN Equity	Two Sigma Investments LP	0.0000
7890	RHI UN Equity	Bridgewater Associates LP	0.0005
7891	RHI UN Equity	Alpine Peaks Capital LP	0.0492
7892	RHI UN Equity	Cubist Systematic Strategies LLC	0.0005
7893	RHI UN Equity	Adage Capital Management LP	0.0000
7894	RHI UN Equity	Squarepoint Ops LLC	0.0002
7895	RHI UN Equity	Ergoteles LLC	0.0012
7896	RHI UN Equity	GSA Capital Partners LLP	0.0022
7897	RHI UN Equity	Gotham Asset Management LLC	0.0005
